Airline ID,Name,Alias,IATA,ICAO,Callsign,Country,Active
1223,Aerodan,null,,ROD,AERODAN,Mexico,N
1224,AeroRep,null,P5,RPB,AEROREPUBLICA,Colombia,Y
1225,Aerolineas Del Pacifico,null,,RPC,AEROPACSA,Ecuador,N
1226,Aero Roca,null,,RRC,AEROROCA,Mexico,N
1227,Aerotransportes Internacionales De Torreon,null,,RRE,AERO TORREON,Mexico,N
1228,Acvila Air-Romanian Carrier,null,,RRM,AIR ROMANIA,Romania,N
1229,Aerolineas Ejecutivas Tarascas,null,,RSC,TARASCAS,Mexico,N
1230,Aero-Service,null,BF,RSR,CONGOSERV,Republic of the Congo,Y
1231,Aerosur,null,5L,RSU,AEROSUR,Bolivia,Y
1232,Aeronorte,null,,RTE,LUZAVIA,Portugal,Y
1233,Artis,null,,RTH,ARTHELICO,France,N
1234,Arhabaev Tourism Airlines,null,,RTO,ARTOAIR,Kazakhstan,N
1235,Air Turquoise,null,,RTQ,TURQUOISE,France,N
1236,Aerotucan,null,,RTU,AEROTUCAN,Mexico,N
1237,Air Anastasia,null,,RUD,ANASTASIA,Ukraine,N
1238,Air Rum,null,,RUM,AIR RUM,Sierra Leone,N
1239,ACT Havayollari,null,,RUN,CARGO TURK,Turkey,N
1240,Air VIP,null,,RVP,AEROVIP,Portugal,N
1241,Aircompany Veteran,null,,RVT,AIR-VET,Armenia,N
1242,Alliance Express Rwanda,null,,RWB,,Rwanda,N
1243,Arrow Ecuador Arrowec,null,,RWC,ARROWEC,Ecuador,N
1244,Aerogroup 98 Limited,null,,RWY,TYNWALD,United Kingdom,N
1245,Aeroxtra,null,,RXT,AERO-EXTRA,Mexico,N
1246,Express Air Charter,null,,RXX,REX AIR,Canada,N
1247,Air Whitsunday,null,,RWS,,Australia,N
1248,Aero Zambia,null,,RZL,AERO ZAMBIA,Zambia,N
1249,Aero Zano,null,,RZN,ZANO,Mexico,N
1250,Anoka Air Charter,null,,RZZ,RED ZONE,United States,N
1251,Aerosaab,null,,SBH,AEROSAAB,Mexico,N
1252,Associated Aviation,null,,SCD,ASSOCIATED,Nigeria,N
1253,American Jet International,null,,SCM,SCREAMER,United States,N
1254,Air Santo Domingo,null,EX,SDO,AERO DOMINGO,Dominican Republic,N
1255,Aero Sudpacifico,null,,SDP,SUDPACIFICO,Mexico,N
1256,Aero Servicios Ejecutivas Del Pacifico,null,,SEF,SERVIPACIFICO,Mexico,N
1257,Aero California,null,JR,SER,AEROCALIFORNIA,Mexico,N
1258,A-Safar Air Services,null,,SFM,AIR SAFAR,Nigeria,N
1259,Aerosegovia,null,,SGV,SEGOVIA,Nicaragua,N
1260,Airshare Holdings,null,,SHH,AIRSHARE,United Kingdom,N
1261,Aerosiyusa,null,,SIY,SIYUSA,Mexico,N
1262,Aero Silza,null,,SIZ,AEROSILZA,Mexico,N
1263,Air San Juan,null,,SJN,SAN JUAN,United States,N
1264,Aero-North Aviation Services,null,,SKP,SKIPPER,Canada,N
1265,Aero Sami,null,,SMI,SAMI,Mexico,N
1266,Avient Aviation,null,Z3,SMJ,AVAVIA,Zimbabwe,Y
1267,Aerolineas Sol,null,,SOD,ALSOL,Mexico,N
1268,Air Soleil,null,,SOE,AIR SOLEIL,Mauritania,N
1269,Aero Soga,null,,SOG,AEROSOGA,Guinea-Bissau,N
1270,Airspeed Aviation,null,,SPD,SPEEDLINE,Canada,N
1271,Air Service,null,M3,SPJ,AIR SKOPJE,Macedonia,N
1272,Aeroservicios Ejecutivos Del Pacifico,null,,SPO,EJECTUIV PACIFICO,Mexico,N
1273,Asian Aerospace Service,null,,SPY,THAI SPACE,Thailand,N
1274,Airworld,null,,SPZ,SPEED SERVICE,South Africa,N
1275,Alsaqer Aviation,null,,SQR,ALSAQER AVIATION,Libya,N
1276,Air Safaris and Services,null,,SRI,AIRSAFARI,New Zealand,N
1277,Aero Servicio Corporativo,null,,SRV,SERVICORP,Mexico,N
1278,Air Sultan,null,,SSL,SIERRA SULTAN,Sierra Leone,N
1279,Aero 1 Pro-Jet,null,,SSM,RAPID,Canada,N
1280,Airquarius Air Charter,null,,SSN,SUNSTREAM,South Africa,N
1281,Aeropac,null,,STK,SAT PAK,United States,N
1282,Air St. Thomas,null,,STT,PARADISE,United States,N
1283,Aerolineas Del Sureste,null,,SUE,AEROSURESTE,Mexico,N
1284,Aerial Surveys (1980) Limited,null,,SUY,SURVEY,New Zealand,N
1285,Air Slovakia,null,GM,SVK,SLOVAKIA,Slovakia,N
1286,Adler Aviation,null,,SWH,SHOCKWAVE,Canada,N
1287,Aircompany Yakutia,null,R3,SYL,AIR YAKUTIA,Russia,Y
1288,Aerosud Aviation,null,,SYT,SKYTRACK,South Africa,N
1289,Aeroservicios de La Costa,null,,TAA,AERO COSTA,Mexico,N
1290,Aeromar,null,VW,TAO,TRANS-AEROMAR,Mexico,Y
1291,Aerotrebol,null,,TBL,AEROTREBOL,Mexico,N
1292,Aero Taxi de Los Cabos,null,,TBO,AERO CABOS,Mexico,N
1293,Air Turks and Caicos,null,JY,TCI,KERRMONT,Turks and Caicos Islands,N
1294,Aerotranscolombina de Carga,null,,TCO,TRANSCOLOMBIA,Colombia,N
1295,Air Cargo Express,null,,TDG,TURBO DOG,United States,N
1296,Atlas Helicopters,null,,TDT,TRIDENT,United Kingdom,N
1297,Air Today,null,,TDY,AIR TODAY,United States,N
1298,Aero Servicios Azteca,null,,TED,AEROAZTECA,Mexico,N
1299,Arkefly,null,OR,TFL,ARKEFLY,Netherlands,Y
1300,Antair,null,,TIR,ANTAIR,Mexico,N
1301,Atlantique Air Assistance,null,,TLB,TRIPLE-A,France,N
1302,Aero Taxi Autlan,null,,TLD,AEREO AUTLAN,Mexico,N
1303,Aero Util,null,,TLE,AEROUTIL,Mexico,N
1304,Aero Toluca Internactional,null,,TLU,AEROTOLUCA,Mexico,N
1305,Aero Taxi del Centro de Mexico,null,,TME,TAXICENTRO,Mexico,N
1306,Aerotropical,null,,TOC,TROPICMEX,Mexico,N
1307,Air Tomisko,null,,TOH,TOMISKO CARGO,Serbia,N
1308,Airlines PNG,null,CG,TOK,BALUS,Papua New Guinea,Y
1309,Aero Tanala,null,,TON,AEROTANALA,Mexico,N
1310,Aero Tropical,null,,TPB,AERO TROPICAL,Angola,N
1311,Air Cal,null,TY,TPC,AIRCAL,France,N
1312,Air Horizon,null,,TPK,TCHAD-HORIZON,Chad,N
1313,Aero Taxi del Potosi,null,,TPO,TAXI-POTOSI,Mexico,N
1314,Aeroturquesa,null,,TQS,AEROTURQUESA,Mexico,N
1315,Airmark Aviation,null,,TRH,TRANSTAR,United States,N
1316,AirTran Airways,null,FL,TRS,CITRUS,United States,Y
1317,Air Transat,null,TS,TSC,TRANSAT,Canada,Y
1318,airtransse,null,,TSQ,AIRTRA,Japan,N
1319,Aerolineas Turisticas del Caribe,null,,TTB,AERO TURISTICAS,Mexico,N
1320,Avcenter,null,,TTE,TETON,United States,N
1321,Air Tungaru,null,,TUN,TUNGARU,Kiribati,N
1322,Avialeasing Aviation Company,null,EC,TWN,TWINARROW,Uzbekistan,Y
1323,Aerotaxis del Noroeste,null,,TXD,TAXI OESTE,Mexico,N
1324,Aerotaxis Alfe,null,,TXF,ALFE,Mexico,N
1325,Aereotaxis,null,,TXI,AEREOTAXIS,Mexico,N
1326,Austrian Arrows,null,VO,TYR,TYROLEAN,Austria,Y
1327,Aero Tomza,null,,TZA,AERO TOMZA,Mexico,N
1328,Air Zambezi,null,,TZT,ZAMBEZI,Zimbabwe,N
1329,Afra Airlines,null,,UAG,AFRALINE,Ghana,N
1330,Aerostar Airlines,null,,UAR,AEROSTAR,Ukraine,N
1331,Air Division of the Eastern Kazakhstan Region,null,,UCK,GALETA,Kazakhstan,N
1332,Aero-Charter Ukraine,null,DW,UCR,CHARTER UKRAINE,Ukraine,N
1333,Air LA,null,,UED,AIR L-A,United States,N
1334,Air Ukraine,null,6U,UKR,AIR UKRAINE,Ukraine,N
1335,Air Umbria,null,,UMB,AIR UMBRIA,Italy,N
1336,Atuneros Unidos de California,null,,UND,ATUNEROS UNIDOS,Mexico,N
1337,Aeroclub Flaps,null,,FLP,AEROCLUB FLAPS,Spain,N
1338,Aerolineas Galapagos (Aerogal),null,2K,GLG,AEROGAL,Ecuador,Y
1339,Air Castle Corporation / Global Airways,null,,GLB,GLO-AIR,United States,N
1340,Alrosa Mirny Air Enterprise,null,6R,DRU,MIRNY,Russia,Y
1341,Bearing Supplies Limited,null,,PVO,PROVOST,United Kingdom,N
1342,Balkan Agro Aviation,null,,BAA,BALKAN AGRO,Bulgaria,N
1343,Bahrain Air BSC (Closed),null,,BAB,AWAL,Bahrain,N
1344,BAC Leasing Limited,null,,BAC, ,United Kingdom,N
1345,BAE Systems,null,,BAE,FELIX,United Kingdom,N
1346,Belgian Air Force,null,,BAF,BELGIAN AIRFORCE,Belgium,N
1347,Baker Aviation,null,8Q,BAJ,BAKER AVIATION,United States,N
1348,Blackhawk Airways,null,,BAK,BLACKHAWK,United States,N
1349,Britannia Airways,null,,BAL,BRITANNIA,United Kingdom,N
1350,Business Air Services,null,,BAM,BUSINESS AIR,Canada,N
1351,British Antarctic Survey,null,,BAN,PENGUIN,United Kingdom,N
1352,Bradly Air (Charter) Services,null,,BAR,BRADLEY,Canada,N
1353,Bissau Airlines,null,,BAU,AIR BISSAU,Guinea-Bissau,N
1354,Bay Aviation Ltd,null,,BAV,BAY AIR,Bangladesh,N
1355,British Airways,null,BA,BAW,SPEEDBIRD,United Kingdom,Y
1356,Best Aero Handling Ltd,null,,BAX,,Russia,N
1357,Bayon Airlines,null,,BAY,BAYON,Cambodia,N
1358,Bannert Air,null,,BBA,BANAIR,Austria,N
1359,Biman Bangladesh Airlines,null,BG,BBC,BANGLADESH,Bangladesh,Y
1360,Bluebird Cargo,null,BF,BBD,BLUE CARGO,Iceland,N
1361,Beibars CJSC,null,,BBS,BEIBARS,Kazakhstan,N
1362,Bravo Airlines,null,,BBV,BRAVO EUROPE,Spain,N
1363,Blue Bird Aviation,null,,BBZ,COBRA,Kenya,N
1364,BACH Flugbetriebsges,null,B4,BCF,BACH,Austria,N
1365,Blue Islands,null,,BCI,BLUE ISLAND,United Kingdom,N
1366,British Caribbean Airways,null,,BCL,,United Kingdom,N
1367,British Charter,null,,BCR,BACKER,United Kingdom,N
1368,BCT Aviation,null,,BCT,BOBCAT,United Kingdom,N
1369,Business Aviation Center,null,,BCV,BUSINESS AVIATION,Ukraine,N
1370,Blue Dart Aviation,null,BZ,BDA,BLUE DART,India,N
1371,B&H Airlines,null,JA,BON,Air Bosna,Bosnia and Herzegovina,N
1372,Bissau Discovery Flying Club,null,,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
1373,Belgian Army,null,,AYB,BELGIAN ARMY,Belgium,N
1374,Badr Airlines,null,,BDR,BADR AIR,Sudan,N
1375,Best Aviation Ltd,null,,BEA,BEST AIR,Bangladesh,N
1376,Belgorod Aviation Enterprise,null,,BED,BELOGORYE,Russia,N
1377,Bar Harbor Airlines,null,,AJC,BAR HARBOR,United States,N
1378,Balear Express,null,,BEF,BALEAR EXPRESS,Spain,N
1379,Bel Air Helicopters,null,,BEH,BLUECOPTER,Denmark,N
1380,Berkut Air,null,,BEK,BERKUT,Kazakhstan,N
1381,BETA - Brazilian Express Transportes Aereos,null,,BET,BETA CARGO,Brazil,N
1382,Basler Flight Service,null,,BFC,BASLER,United States,N
1383,Bear Flight,null,,BFG,BEARFLIGHT,Sweden,N
1384,Buffalo Airways,null,J4,BFL,BUFFALO,Canada,N
1385,Bombardier,null,,BFO,BOMBARDIER,Canada,N
1386,Burkina Airlines,null,,BFR,BURKLINES,Burkina Faso,N
1387,Business Flight Sweden,null,,BFS,BUSINESS FLIGHT,Sweden,N
1388,Bahrain Defence Force,null,,BFW,SUMMAN,Bahrain,N
1389,BH Air,null,,BGH,BALKAN HOLIDAYS,Bulgaria,N
1390,British Gulf International,null,,BGI,BRITISH GULF,S,N
1391,British Gulf International-Fez,null,,BGK,GULF INTER,Kyrgyzstan,N
1392,Benin Golf Air,null,A8,BGL,BENIN GOLF,Benin,N
1393,Bugulma Air Enterprise,null,,BGM,BUGAVIA,Russia,N
1394,Budget Air Bangladesh,null,,BGR,BUDGET AIR,Bangladesh,N
1395,Bergen Air Transport,null,,BGT,BERGEN AIR,Norway,N
1396,Buddha Air,null,,BHA,BUDDHA AIR,Nepal,N
1397,Balkh Airlines,null,,BHI,SHARIF,Afghanistan,N
1398,Bristow Helicopters,null,,BHL,BRISTOW,United Kingdom,N
1399,Bristow Helicopters Nigeria,null,,BHN,BRISTOW HELICOPTERS,Nigeria,N
1400,Bhoja Airlines,null,,BHO,BHOJA,Pakistan,N
1401,Belair Airlines,null,4T,BHP,BELAIR,Switzerland,Y
1402,Bighorn Airways,null,,BHR,BIGHORN AIR,United States,N
1403,Bahamasair,null,UP,BHS,BAHAMAS,Bahamas,Y
1404,Bright Air,null,,BHT,BRIGHTAIR,Netherlands,N
1405,Bringer Air Cargo Taxi Aereo,null,E6,,,Brazil,N
1406,Balkan Bulgarian Airlines,null,LZ,,,,Y
1407,BA Connect,null,TH,,,United Kingdom,N
1408,Bosphorus European Airways,null,,BHY,BOSPHORUS,Turkey,N
1409,Binair,null,,BID,BINAIR,Germany,N
1410,Big Island Air,null,,BIG,BIG ISLE,United States,N
1411,British International Helicopters,null,BS,BIH,BRINTEL,United Kingdom,Y
1412,Billund Air Center,null,,BIL,BILAIR,Denmark,N
1413,Boise Interagency Fire Center,null,,BIN,BISON-AIR,United States,N
1414,Bird Leasing,null,,BIR,BIRD AIR,United States,N
1415,Bizjet Ltd,null,,BIZ,BIZZ,United Kingdom,N
1416,Baja Air,null,,BJA,BAJA AIR,Mexico,N
1417,Baltic Jet Aircompany,null,,BJC,BALTIC JET,Latvia,N
1418,Business Jet Solutions,null,,BJS,SOLUTION,United States,N
1419,Bankair,null,B4,BKA,BANKAIR,United States,N
1420,BF-Lento OY,null,,BKF,BAKERFLIGHT,Finland,Y
1421,Barken International,null,,BKJ,BARKEN JET,United States,N
1422,Bangkok Airways,null,PG,BKP,BANGKOK AIR,Thailand,Y
1423,Bukovyna,null,,BKV,BUKOVYNA,Ukraine,N
1424,Blue Bird Aviation,null,,BLB,BLUEBIRD SUDAN,Sudan,N
1425,Bellesavia,null,,BLC,BELLESAVIA,Belarus,N
1426,Blue Line,null,,BLE,BLUE BERRY,France,N
1427,Blue1,null,KF,BLF,BLUEFIN,Finland,Y
1428,Belgavia,null,,BLG,BELGAVIA,Belgium,N
1429,Blue Horizon Travel Club,null,,BLH,BLUE HORIZON,United States,N
1430,Blue Jet,null,,BLJ,BLUEWAY,Spain,N
1431,Baltic Airlines,null,,BLL,BALTIC AIRLINES,Russia,Y
1432,Blue Airways,null,,BLM,BLUE ARMENIA,Armenia,N
1433,Bali International Air Service,null,,BLN,BIAR,Indonesia,N
1434,Bearskin Lake Air Service,null,JV,BLS,BEARSKIN,Canada,Y
1435,Baltic Aviation,null,,BLT,BALTAIR,United States,N
1436,Bellview Airlines,null,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
1437,bmi,bmi British Midland,BD,BMA,MIDLAND,United Kingdom,Y
1438,British Medical Charter,null,,BMD,BRITISH MEDICAL,United Kingdom,N
1439,Briggs Marine Environmental Services,null,,BME,BRIGGS,United Kingdom,N
1440,Bristow Masayu Helicopters,null,,BMH,MASAYU,Indonesia,N
1441,bmibaby,null,WW,BMI,BABY,United Kingdom,Y
1442,Bemidji Airlines,null,CH,BMJ,BEMIDJI,United States,Y
1443,Bismillah Airlines,null,5Z,BML,BISMILLAH,Bangladesh,N
1444,Bowman Aviation,null,,BMN,BOWMAN,United States,N
1445,British Midland Regional,null,,BMR,,United Kingdom,Y
1446,BMW,null,,BMW,BMW-FLIGHT,Germany,N
1447,Banco de Mexico,null,,BMX,BANXICO,Mexico,N
1448,Bond Offshore Helicopters,null,,BND,BOND,United Kingdom,N
1449,Benina Air,null,,BNE,BENINA AIR,Libya,N
1450,BN Group Limited,null,,BNG,VECTIS,United Kingdom,N
1451,Blue Nile Ethiopia Trading,null,,BNL,NILE TRADING,Ethiopia,N
1452,Bonair Aviation,null,,BNR,BONAIR,Canada,N
1453,Bancstar - Valley National Corporation,null,,BNS,BANCSTAR,United States,N
1454,Bentiu Air Transport,null,,BNT,BENTIU AIR,Sudan,N
1455,Benane Aviation Corporation,null,,BNV,BENANE,Mauritania,N
1456,British North West Airlines,null,,BNW,BRITISH NORTH,United Kingdom,N
1457,Boniair,null,,BOA,KUMANOVO,Macedonia,N
1458,Bond Air Services,null,,BOD,UGABOND,Uganda,N
1459,Boeing,null,,BOE,BOEING,United States,N
1460,Bordaire,null,,BOF,BORDAIR,Canada,N
1461,Bookajet Limited,null,,BOO,BOOKAJET,United Kingdom,N
1462,Bouraq Indonesia Airlines,null,BO,BOU,BOURAQ,Indonesia,N
1463,Blue Panorama Airlines,null,BV,BPA,BLUE PANOROMA,Italy,Y
1464,Berkhut ZK,null,,BPK,VENERA,Kazakhstan,N
1465,Bundepolizei-Fliegertruppe,null,,BPO,PIROL,Germany,N
1466,Budapest Aircraft Services/Manx2,null,,BPS,BASE,Hungary,Y
1467,Bonus Aviation,null,,BPT,BONUS,United Kingdom,N
1468,British Petroleum Exploration,null,,BPX,,Colombia,N
1469,BRA-Transportes Aereos,null,7R,BRB,BRA-TRANSPAEREOS,Brazil,N
1470,Brock Air Services,null,,BRD,BROCK AIR,Canada,N
1471,Breeze Ltd,null,,BRE,AVIABREEZE,Ukraine,N
1472,Bering Air,null,8E,BRG,BERING AIR,United States,Y
1473,Briansk State Air Enterprise,null,,BRK,BRIANSK-AVIA,Russia,N
1474,Branson Airlines,null,,BRN,BRANSON,United States,N
1475,BASE Regional Airlines,null,,BRO,COASTRIDER,Netherlands,N
1476,Brazilian Air Force,null,,BRS,BRAZILIAN AIR FORCE,Brazil,Y
1477,British Regional Airlines,null,,BRT,BRITISH,United Kingdom,N
1478,Belavia Belarusian Airlines,null,B2,BRU,BELARUS AVIA,Belarus,Y
1479,Bravo Air Congo,null,K6,BRV,BRAVO,Democratic Republic of the Congo,N
1480,Bright Aviation Services,null,,BRW,BRIGHT SERVICES,Bulgaria,N
1481,Braniff International Airways,null,BN,BNF,Braniff,United States,N
1482,Buffalo Express Airlines,null,,BRX,BUFF EXPRESS,United States,N
1483,Burundayavia,null,,BRY,BURAIR,Kazakhstan,N
1484,Bistair - Fez,null,,BSC,BIG SHOT,Kyrgyzstan,N
1485,Blue Star Airlines,null,,BSD,AIRLINES STAR,Mexico,N
1486,Brasair Transportes Aereos,null,,BSI,BRASAIR,Brazil,N
1487,Blue Swann Aviation,null,,BSJ,BLUE SWANN,United Kingdom,N
1488,Blue Sky Aviation,null,,BSM,,Lebanon,N
1489,Bissau Aero Transporte,null,,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
1490,Best Air,null,,BST,TUNCA,Turkey,N
1491,Blue Sky Airways,null,,BSW,SKY BLUE,Czech Republic,N
1492,Big Sky Airlines,null,GQ,BSY,BIG SKY,United States,N
1493,BAL Bashkirian Airlines,null,V9,BTC,BASHKIRIAN,Russia,N
1494,Baltijas Helicopters,null,,BTH,BALTIJAS HELICOPTERS,Latvia,N
1495,Baltyka,null,,BTK,BALTYKA,Ukraine,N
1496,Baltia Air Lines,null,,BTL,BALTIA FLIGHT,United States,N
1497,Botir-Avia,null,,BTR,BOTIR-AVIA,Kyrgyzstan,N
1498,Business Express,null,,GAA,BIZEX,United States,N
1499,BT-Slavuta,null,,BTT,BEETEE-SLAVUTA,Ukraine,N
1500,Metro Batavia,null,7P,BTV,BATAVIA,Indonesia,Y
1501,Bulgarian Air Charter,null,,BUC,BULGARIAN CHARTER,Bulgaria,N
1502,Blue Airlines,null,,BUL,BLUE AIRLINES,Democratic Republic of the Congo,N
1503,Buryat Airlines Aircompany,null,,BUN,BURAL,Russia,N
1504,Buzz Stansted,null,,BUZ,BUZZ,United Kingdom,N
1505,Buffalo Airways,null,,BVA,BUFFALO AIR,United States,N
1506,Bulgarian Aeronautical Centre,null,,BVC,BULGARIAN WINGS,Bulgaria,N
1507,Baron Aviation Services,null,,BVN,SHOW-ME,United States,N
1508,Berjaya Air,null,J8,BVT,BERJAYA,Malaysia,Y
1509,Bellview Airlines,null,,BVU, Sierra Leone,,N
1510,Blue Wings,null,QW,BWG,BLUE WINGS,Germany,Y
1511,Blue Wing Airlines,null,,BWI,BLUE TAIL,Suriname,N
1512,BWA (2002) Ltd,null,,BWL,BRITWORLD,United Kingdom,N
1513,Bahrain Executive Air Services,null,,BXA,BEXAIR,Bahrain,N
1514,Bar XH Air,null,,BXH,PALLISER,Canada,N
1515,Brussels International Airlines,null,,BXI,XENIA,Belgium,N
1516,BAX Global,null,8W,,,,N
1517,Redding Aero Enterprises,null,,BXR,BOXER,United States,N
1518,Berry Aviation,null,,BYA,BERRY,United States,N
1519,Bylina Joint-Stock Company,null,,BYL,BYLINA,Russia,N
1520,Berytos Airlines,null,,BYR,,Lebanon,N
1521,Bayu Indonesia Air,null,BM,BYE,BAYU,Indonesia,N
1522,Bizair Fluggesellschaft,null,,BZA,BERLIN BEAR,Germany,N
1523,Brit Air,null,DB,BZH,BRITAIR,France,Y
1524,Butane Buzzard Aviation Corporation,null,,BZZ,BUZZARD,United Kingdom,N
1525,Business Flight Salzburg,null,,AUJ,AUSTROJET,Austria,N
1526,BKS Air (Rivaflecha),null,,CKM,COSMOS,Spain,N
1527,Bristol Flying Centre,null,,CLF,CLIFTON,United Kingdom,N
1528,Barnes Olsen Aeroleasing,null,,CLN,SEELINE,United Kingdom,N
1529,Baltimore Air Transport,null,,CPJ,CORPJET,United States,N
1530,Boston-Maine Airways,null,E9,CXS,CLIPPER CONNECTION,United States,N
1531,Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,Belgium,Y
1532,Baltimore Airways,null,,EAH,EASTERN,United States,N
1533,Bond Aviation,null,,EBA,BOND AVIATION,Italy,N
1534,Brazilian Army Aviation,null,,EXB,BRAZILIAN ARMY,Brazil,N
1535,Business Express Delivery,null,,EXP,EXPRESS AIR,Canada,N
1536,Bel Limited,null,,FOS,,Russia,N
1537,Bangkok Aviation Center,null,,HAW,THAI HAWK,Thailand,N
1538,Benair,null,,HAX,SCOOP,Norway,N
1539,Binter Canarias,null,NT,IBB,,Spain,Y
1540,Bonyad Airlines,null,,IRJ,BONYAD AIR,Iran,N
1541,Burundaiavia,null,,IVR,RERUN,Kazakhstan,N
1542,Blue Air,null,0B,JOR,BLUE TRANSPORT,Romania,Y
1543,British Mediterranean Airways,null,KJ,LAJ,BEE MED,United Kingdom,Y
1544,Belle Air,null,,LBY,ALBAN-BELLE,Albania,N
1545,Blom Geomatics,null,,LED,SWEEPER,Norway,N
1546,Benin Littoral Airways,null,,LTL,LITTORAL,Benin,N
1547,Bombardier Business Jet Solutions,null,,LXJ,FLEXJET,United States,N
1548,Bulgaria Air,null,FB,LZB,FLYING BULGARIA,Bulgaria,Y
1549,Brazilian Navy Aviation,null,,MBR,BRAZILIAN NAVY,Brazil,N
1550,Barents AirLink,null,8N,NKF,NORDFLIGHT,Sweden,Y
1551,Belgian Navy,null,,NYB,BELGIAN NAVY,Belgium,N
1552,Bakoji Airlines Services,null,,OGJ,BAKO AIR,Nigeria,N
1553,Benders Air,null,,PEB,PALEMA,Sweden,N
1554,Balmoral Central Contracts,null,,PNT,PORTNET,South Africa,N
1555,BGB Air,null,,POI,BOJBAN,Kazakhstan,N
1556,Butte Aviation,null,,PPS,PIPESTONE,United States,N
1557,Bond Air Services,null,,RHD,RED HEAD,United Kingdom,N
1558,Business Airfreight,null,,RLR,RATTLER,United States,N
1559,BAC Express Airlines,null,,RPX,RAPEX,United Kingdom,N
1560,Boscombe Down DERA (Formation),null,,RRS,BLACKBOX,United Kingdom,N
1561,Business Jet Sweden,null,,SCJ,SCANJET,Sweden,N
1562,British Airways Shuttle,null,,SHT,SHUTTLE,United Kingdom,N
1563,British Sky Broadcasting,null,,SKH,SKYNEWS,United Kingdom,N
1564,Bell Helicopter Textron,null,,TXB,TEXTRON,Canada,N
1565,Buzzaway Limited,null,,UKA,UKAY,United Kingdom,N
1566,Biz Jet Charter,null,,VLX,AVOLAR,United States,N
1567,Blue Chip Jet,null,,VOL,BLUE SPEED,Sweden,N
1568,BAE Systems,null,,WFD,AVRO,United Kingdom,N
1569,BAE Systems,null,,WTN,TARNISH,United Kingdom,N
1570,Baseops International,null,,XBO,,United States,N
1571,Bureau Veritas,null,,XDA,,France,N
1572,British Airways,null,,XMS,SANTA,United Kingdom,N
1573,Boskovic Air Charters Limited,null,,ZBA,BOSKY,Kenya,N
1574,C Air Jet Airlines,null,,SRJ,SYRJET,Syrian Arab Republic,N
1575,C N Air,null,,ORO,CAPRI,Spain,N
1576,C and M Aviation,null,,TIP,TRANSPAC,United States,N
1577,C&M Airways,null,,RWG,RED WING,United States,N
1578,C.S.P.,null,,RMU, Societe,AIR-MAUR,N
1579,CABI,null,,CBI,CABI,Ukraine,N
1580,CAI,null,,CPI,AIRCAI,Italy,N
1581,CAL Cargo Air Lines,null,5C,ICL,CAL,Israel,Y
1582,CAM Air Management,null,,CMR,CAMEO,United Kingdom,N
1583,CATA L,null,,CTZ,CATA,Argentina,N
1584,CCF Manager Airline,null,,CCF,TOMCAT,Germany,N
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),null,,CED,CEDTA,Ecuador,N
1586,CHC Denmark,null,,HBI,HELIBIRD,Denmark,N
1587,CHC Helicopters,null,,HEM,HEMS,Australia,N
1588,CHC Airways,null,AW,SCH,,Netherlands,N
1589,CHC Helikopter Service,null,,HKS,HELIBUS,Norway,N
1590,CI-Tours,null,,VCI,CI-TOURS,Ivory Coast,N
1591,CKC Services,null,,CKC,,United States,N
1592,CM Stair,null,,CMZ,CEE-EM STAIRS,Mauritania,N
1593,CNET,null,,CNT,KNET,France,N
1594,COAPA AIR,null,,OAP,COAPA,Mexico,N
1595,COMAV,null,,PDR,SPEEDSTER,Namibia,N
1596,CRI Helicopters Mexico,null,,CRH,HELI-MEX,Mexico,N
1597,CSA Air,null,,IRO,IRON AIR,United States,N
1598,CSE Aviation,null,,CSE,OXFORD,United Kingdom,N
1599,CTK Network Aviation,null,,CTQ,CITYLINK,Ghana,N
1600,Cabair College of Air Training,null,,CBR,CABAIR,United Kingdom,N
1601,Cabo Verde Express,null,,CVE,KABEX,Cape Verde,N
1602,Caernarfon Airworld,null,,CWD,AMBASSADOR,United Kingdom,N
1603,Cairo Air Transport Company,null,,CCE,,Egypt,N
1604,Cal Gulf Aviation,null,,CGC,CAL-GULF,Sao Tome and Principe,N
1605,Cal-West Aviation,null,,REZ,CAL AIR,United States,N
1606,California Air Shuttle,null,,CSL,CALIFORNIA SHUTTLE,United States,N
1607,Calima Aviacion,null,XG,CLI,CALIMA,Spain,Y
1608,Calm Air,null,MO,CAV,CALM AIR,Canada,N
1609,Camai Air,null,R9,CAM,AIR CAMAI,United States,N
1610,Cambodia Airlines,null,,KHM,CAMBODIA AIRLINES,Cambodia,N
1611,Cameroon Airlines,null,UY,UYC,CAM-AIR,Cameroon,N
1612,Campania Helicopteros De Transporte,null,,HSO,HELIASTURIAS,Spain,N
1613,CanJet,null,C6,CJA,CANJET,Canada,N
1614,Canada Jet Charters,null,,PIL,PINNACLE,Canada,N
1615,Canadian Airlines,null,CP,CDN,CANADIAN,Canada,Y
1616,Canadian Coast Guard,null,,CTG,CANADIAN COAST GUARD,Canada,N
1617,Canadian Eagle Aviation,null,,HIA,HAIDA,Canada,N
1618,Canadian Forces,null,,CFC,CANFORCE,Canada,N
